PLAYER,2024/25,2023/24,2022/23,2021/22,2020/21,2019/20,2018/19,2017/18,2016/17,2015/16,2014/15,2013/14,2012/13,2011/12,2010/11,2009/10,2008/09,2007/08,2006/07,2005/06,2004/05,2003/04,2002/03,2001/02,2000/01,1999/00,1998/99,1997/98,1996/97,1995/96,1994/95,1993/94,1992/93,1991/92,1990/91
Theo Pinson,,,"$1,968,175","$440,710","$802,182","$1,445,697","$77,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davon Reed,,,"$1,902,133","$532,398",,,"$752,250","$815,615",,,,,,,,,,,,,,,,,,,,,,,,,,,
KZ Okpala,,,"$1,902,133","$1,782,621","$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killian Tillie,,,"$1,901,625","$1,901,625","$449,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vernon Carey,,,"$1,882,621","$1,517,981","$1,350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrell Terry,,,"$1,782,621","$1,869,438","$1,289,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Bolmaro,,,"$1,709,300","$2,353,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Simonovic,,,"$1,563,518","$925,258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Vonleh,,,"$1,160,955",,"$427,725","$2,000,000","$1,621,415","$4,031,018","$2,751,360","$2,637,720","$2,524,200",,,,,,,,,,,,,,,,,,,,,,,,
Kyle Singler,,,"$999,200","$999,200","$999,200",,"$1,665,333","$4,666,500","$4,837,500","$4,500,000","$1,090,000","$1,045,000","$1,000,000",,,,,,,,,,,,,,,,,,,,,,
Meyers Leonard,,,"$713,558",,"$9,400,000","$11,286,515","$10,595,506","$9,904,495","$9,213,484","$3,075,879","$2,317,920","$2,222,160","$2,126,520",,,,,,,,,,,,,,,,,,,,,,
Anthony Lamb,,,"$694,878","$136,095","$215,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Carter-Williams,,,"$652,829","$3,300,000","$3,300,000","$2,028,594","$1,468,082","$2,700,000","$3,183,526","$2,399,040","$2,300,040","$2,200,920",,,,,,,,,,,,,,,,,,,,,,,
DJ Augustin,,,"$633,938","$7,622,467","$6,666,667","$7,250,000","$7,250,000","$7,250,000","$7,250,000","$3,000,000","$3,000,000","$592,279","$3,500,000","$3,236,470","$2,540,400","$2,385,480","$2,208,960",,,,,,,,,,,,,,,,,,
Carlik Jones,,,"$612,162","$106,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Keels,,,"$520,589",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mfiondu Kabengele,,,"$508,891","$19,186","$2,432,353","$1,977,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McKinley Wright,,,"$508,891","$462,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Days,,,"$508,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Hudgins,,,"$508,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chima Moneke,,,"$500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facundo Campazzo,,,"$464,299","$3,100,000","$3,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis King,,,"$307,089","$316,396","$49,222","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Woodard,,,"$300,000","$1,619,015","$1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett Culver,,,"$260,295","$6,395,160","$6,104,280","$5,813,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan Williams,,,"$239,822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Silva,,,"$211,045","$479,650","$1,517,981","$466,918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Dorsey,,,"$201,802",,,,"$1,378,242","$815,615",,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Hall,,,"$193,027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alize Johnson,,,"$192,293","$1,003,740","$621,587","$1,416,852","$838,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kostas Antetokounmpo,,,"$172,555",,"$449,115","$79,568","$77,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devon Dotson,,,"$169,630","$239,291","$449,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willie Cauley-Stein,,,"$155,738","$4,220,083","$4,100,000","$2,177,483","$4,696,874","$3,704,160","$3,551,160","$3,398,280",,,,,,,,,,,,,,,,,,,,,,,,,
Nate Darling,,,"$152,082",,"$449,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feron Hunt,,,"$131,610","$116,987",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Williams,,,"$122,741","$122,741","$122,741",,"$77,250","$1,842,176","$652,165",,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Jackson,,,"$113,114","$3,000,000","$699,115","$1,618,520","$1,378,242","$815,615",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Foster,,,"$106,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deonte Burton,,,"$105,522",,,"$1,416,852","$500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrell Brantley,,,"$105,522",,"$510,586","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Sneed,,,"$102,910","$146,233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Schakel,,,"$96,514","$53,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Scrubb,,,"$49,719","$462,629","$449,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabe York,,,"$32,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Lamb,,,,"$10,500,000","$10,500,000","$10,500,000","$7,000,000","$7,000,000","$7,000,000","$3,034,356","$2,202,000","$2,111,160","$2,020,200",,,,,,,,,,,,,,,,,,,,,,
Al-Farouq Aminu,,,,"$10,335,621","$9,720,900","$9,258,000","$6,957,105","$7,319,035","$7,680,965","$8,042,895","$981,084","$3,700,000","$2,947,800","$2,755,560","$2,563,320",,,,,,,,,,,,,,,,,,,,
Tomas Satoransky,,,,"$10,000,000","$10,000,000","$10,000,000","$3,129,187","$3,000,000","$2,870,813",,,,,,,,,,,,,,,,,,,,,,,,,,
Rajon Rondo,,,,"$7,500,000","$7,500,000","$2,564,753","$9,000,000","$6,300,000","$14,000,000","$9,500,000","$12,909,090","$12,000,000","$11,000,000","$10,045,455","$9,090,911","$2,094,922","$1,315,080","$1,229,280","$1,143,600",,,,,,,,,,,,,,,,
Joakim Noah,,,,"$6,431,666","$6,431,666","$381,360","$20,261,172","$17,765,000","$17,000,000","$13,400,000","$12,700,000","$11,600,000","$11,050,000","$12,000,000","$3,128,536","$2,455,680","$2,295,480","$2,135,400",,,,,,,,,,,,,,,,,
Timofey Mozgov,,,,"$5,573,333","$5,573,333",,"$16,000,000","$15,280,000","$16,000,000","$4,950,000","$4,650,000","$4,400,000","$2,794,621","$3,343,896","$3,567,096",,,,,,,,,,,,,,,,,,,,
Ryan Anderson,,,,"$5,214,583","$5,214,583",,"$20,421,546","$19,578,455","$18,735,364","$8,500,000","$8,491,500","$8,308,500","$8,700,000","$2,244,601","$1,409,040","$1,317,120","$1,225,200",,,,,,,,,,,,,,,,,,
Josh Jackson,,,,"$5,005,350","$4,767,000","$7,059,480","$6,041,520","$5,090,040",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Williams,,,,"$5,000,000","$8,000,000","$8,000,000","$8,000,000","$7,000,000","$7,000,000","$7,000,000","$5,450,000","$5,225,000","$5,000,000","$5,176,000","$5,000,000","$4,972,500","$4,500,000","$770,610","$664,209","$450,000",,,,,,,,,,,,,,,
Luol Deng,,,,"$5,000,000","$5,000,000","$5,000,000","$16,747,954","$17,190,000","$18,000,000","$10,151,612","$9,714,461","$14,312,125","$13,326,700","$12,325,000","$11,345,000","$10,370,425","$9,385,000","$3,320,339","$2,614,440","$2,443,920","$2,273,400",,,,,,,,,,,,,,
Chandler Hutchison,,,,"$4,224,186","$2,443,440","$2,332,320","$1,991,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Layman,,,,"$3,940,184","$3,761,085","$3,581,986","$1,544,951","$1,312,611","$600,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Sekou Doumbouya,,,,"$3,799,131","$3,449,400","$3,285,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Leuer,,,,"$3,169,348","$3,169,348",,"$10,002,681","$10,497,319","$10,991,957","$1,035,000","$967,500","$900,000","$762,195","$473,604",,,,,,,,,,,,,,,,,,,,,
Marc Gasol,,,,"$2,692,991","$2,564,753","$25,595,700","$24,119,025","$22,642,350","$21,165,675","$19,689,000","$15,829,688","$14,860,523","$13,891,359","$12,922,194","$3,480,000","$3,240,000","$3,093,333",,,,,,,,,,,,,,,,,,
LaMarcus Aldridge,,,,"$2,641,691","$17,628,340","$26,000,000","$22,347,015","$21,461,010","$20,575,005","$19,689,000","$15,200,000","$14,100,000","$13,000,000","$12,372,000","$11,244,000","$5,844,827","$4,631,400","$4,329,360","$4,027,320",,,,,,,,,,,,,,,,
Ed Davis,,,,"$2,641,691","$5,005,350","$4,767,000","$4,449,000","$6,352,531","$6,666,667","$6,980,802","$981,084","$3,153,860","$2,207,040","$2,063,040","$1,919,160",,,,,,,,,,,,,,,,,,,,
Enes Kanter,,,,"$2,641,691","$5,005,350","$4,767,000","$19,264,603","$17,884,176","$17,145,838","$16,407,500","$6,008,106","$4,753,320","$4,443,360","$4,133,280",,,,,,,,,,,,,,,,,,,,,
Avery Bradley,,,,"$2,641,691","$5,635,000","$4,767,000","$12,000,000","$8,808,989","$8,269,663","$7,730,337","$7,191,011","$2,511,432","$1,630,800","$1,524,480","$1,418,160",,,,,,,,,,,,,,,,,,,,
Carmelo Anthony,,,,"$2,641,691","$2,564,753","$2,159,029","$2,393,887","$26,243,760","$24,559,380","$22,875,000","$22,458,401","$21,490,000","$19,450,000","$18,518,574","$17,149,243","$15,779,912","$14,410,581","$13,041,250","$4,694,041","$3,713,640","$3,471,360","$3,229,200",,,,,,,,,,,,,
Wayne Ellington,,,,"$2,641,691","$3,564,753","$8,000,000","$8,653,076","$6,270,000","$6,000,000","$1,500,000","$1,063,384","$2,500,000","$2,083,042","$1,154,040","$1,078,800","$1,003,560",,,,,,,,,,,,,,,,,,,
Trevor Ariza,,,,"$2,641,691","$12,800,000","$12,200,000","$15,000,000","$7,400,000","$7,800,000","$8,200,000","$8,600,000","$7,727,280","$7,258,960","$6,790,640","$6,322,320","$5,854,000","$3,100,000","$3,100,000","$3,100,000","$682,051","$385,277",,,,,,,,,,,,,,
Dwight Howard,,,,"$2,641,691","$2,564,753","$2,564,753","$24,256,725","$23,500,000","$23,500,000","$22,359,364","$21,436,271","$20,513,178","$19,261,200","$18,091,770","$16,647,180","$15,202,590","$13,758,000","$6,061,274","$4,806,720","$4,493,160","$4,179,720",,,,,,,,,,,,,,
E'Twaun Moore,,,,"$2,641,691","$2,331,593","$8,664,928","$8,808,685","$8,445,024","$8,801,363","$1,015,421","$948,163","$884,293","$762,195","$473,604",,,,,,,,,,,,,,,,,,,,,
Paul Millsap,,,,"$2,641,691","$10,100,000","$30,350,000","$29,230,769","$30,769,231","$20,072,033","$18,671,659","$9,500,000","$9,500,000","$7,200,000","$8,103,435","$7,600,000","$7,692,932","$797,581","$687,456","$625,000",,,,,,,,,,,,,,,,
Kent Bazemore,,,,"$2,401,537","$2,320,044","$19,269,663","$18,089,888","$16,910,112","$15,730,337","$2,000,000","$2,000,000","$762,195","$473,604",,,,,,,,,,,,,,,,,,,,,,
Hassan Whiteside,,,,"$2,401,537","$2,320,044","$27,093,018","$24,434,262","$23,775,506","$22,116,750","$981,348","$775,191",,,"$762,195","$730,437",,,,,,,,,,,,,,,,,,,,
Tony Snell,,,,"$2,389,641","$12,178,571","$11,392,857","$10,607,143","$9,821,429","$2,368,327","$1,535,880","$1,472,400","$1,409,040",,,,,,,,,,,,,,,,,,,,,,,
Solomon Hill,,,,"$2,389,641","$2,174,318","$13,290,395","$12,763,467","$12,236,535","$11,709,603","$1,358,880","$1,302,840","$1,246,680",,,,,,,,,,,,,,,,,,,,,,,
Ben McLemore,,,,"$2,389,641","$2,893,630","$2,028,594","$5,460,000","$5,200,000","$4,008,882","$3,156,600","$3,026,280","$2,895,960",,,,,,,,,,,,,,,,,,,,,,,
DeAndre Bembry,,,,"$2,271,045","$1,737,145","$2,603,981","$1,634,640","$1,567,200","$1,499,760",,,,,,,,,,,,,,,,,,,,,,,,,,
Monta Ellis,,,,"$2,245,400","$2,245,400",,"$2,245,400","$2,245,400","$10,763,500","$10,300,000","$8,720,000","$8,360,000","$11,000,000","$11,000,000","$11,000,000","$11,000,000","$11,000,000","$770,610","$664,209","$448,762",,,,,,,,,,,,,,,
Rodney Hood,,,,"$2,239,544","$10,047,450","$5,718,000","$3,472,887","$2,386,864","$1,406,520","$1,348,440","$1,290,360",,,,,,,,,,,,,,,,,,,,,,,,
Nemanja Bjelica,,,,"$2,089,448","$7,150,000","$6,825,000","$6,500,000","$3,950,000","$3,800,000","$3,950,000",,,,,,,,,,,,,,,,,,,,,,,,,
DeMarcus Cousins,,,,"$2,038,942","$3,051,832","$3,500,000","$5,337,000","$18,063,850","$15,756,438","$14,728,844","$13,701,250","$4,916,973","$3,880,800","$3,627,720","$3,374,640",,,,,,,,,,,,,,,,,,,,
Abdel Nader,,,,"$2,000,000","$1,752,950","$1,618,520","$1,378,242","$1,167,333",,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothe Luwawu,,,,"$1,939,350","$1,824,003","$837,583","$1,880,268","$1,594,590","$1,326,960",,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Iwundu,,,,"$1,926,834","$1,678,854","$1,618,520","$1,378,242","$1,050,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Sanders,,,,"$1,865,546","$1,865,546",,,"$5,000,000","$5,207,722","$5,000,000","$11,000,000","$3,053,368","$1,991,760","$1,861,920","$1,731,960",,,,,,,,,,,,,,,,,,,,
Carsen Edwards,,,,"$1,859,365","$1,517,981","$1,228,026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semi Ojeleye,,,,"$1,789,256","$1,752,950","$1,618,520","$1,378,242","$1,291,892",,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Paschall,,,,"$1,782,621","$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Bonga,,,,"$1,729,217","$1,663,861","$1,416,852","$1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Deck,,,,"$1,690,507","$3,870,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Thomas,,,,"$1,669,178","$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lance Stephenson,,,,"$1,614,825",,,"$4,449,000","$4,180,000","$5,371,672","$9,000,000","$9,000,000","$981,349","$915,243","$810,000","$750,000",,,,,,,,,,,,,,,,,,,,
Deividas Sirvydis,,,,"$1,603,559","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Oturu,,,,"$1,603,559","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Pangos,,,,"$1,569,178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Hughes,,,,"$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Elleby,,,,"$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR Smith,,,,"$1,456,667","$1,456,667","$1,746,470","$14,720,000","$13,760,000","$12,800,000","$5,000,000","$5,982,375","$5,565,000","$2,806,452","$2,382,353","$6,757,851","$5,508,426","$4,985,001","$2,134,067","$1,387,560","$1,297,080","$1,206,600",,,,,,,,,,,,,,
DeMarre Carroll,,,,"$1,242,340","$6,119,676","$7,339,258","$15,400,000","$14,800,000","$14,200,000","$13,600,000","$2,500,000","$2,500,000","$885,120","$833,713","$1,085,400","$1,009,680",,,,,,,,,,,,,,,,,,,
Jabari Parker,,,,"$1,168,286","$6,930,729","$6,500,000","$20,000,000","$6,782,392","$5,374,320","$5,152,440","$4,930,560",,,,,,,,,,,,,,,,,,,,,,,,
Alfonzo McKinnie,,,,"$1,090,007","$1,762,796","$2,391,985","$1,349,383","$815,615",,,,,,,,,,,,,,,,,,,,,,,,,,,
Denzel Valentine,,,,"$1,005,633","$4,642,800","$3,377,568","$2,280,600","$2,186,400","$2,092,200",,,,,,,,,,,,,,,,,,,,,,,,,,
Kelan Martin,,,,"$993,760","$1,445,697","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miye Oni,,,,"$946,261","$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Wanamaker,,,,"$814,918","$2,250,000","$1,445,697","$838,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Selden,,,,"$812,363",,,"$1,544,951","$1,312,611","$115,087",,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Clark,,,,"$811,213","$2,018,458","$718,765","$674,122",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Patterson,,,,"$737,067","$3,814,771","$2,331,593","$5,451,600","$5,192,000","$6,050,000","$6,268,675","$5,831,326","$3,105,301","$2,096,760","$1,959,960","$1,823,280",,,,,,,,,,,,,,,,,,,,
Devontae Cacok,,,,"$726,128","$449,115","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Livingston,,,,"$666,666","$666,666",,"$8,307,692","$7,692,308","$5,782,450","$5,543,725","$5,305,000","$1,265,977","$2,038,446","$3,500,000","$3,500,000","$296,695","$370,000","$4,404,629","$3,481,920","$3,254,880","$3,027,840",,,,,,,,,,,,,,
Greg Monroe,,,,"$612,805",,,"$2,410,167","$21,384,175","$17,145,838","$16,407,500","$5,479,933","$4,086,453","$3,217,680","$3,007,920","$2,798,040",,,,,,,,,,,,,,,,,,,,
Keifer Sykes,,,,"$558,345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgios Kalaitzakis,,,,"$499,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ Nembhard,,,,"$491,876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brodric Thomas,,,,"$462,629","$412,202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottie Lewis,,,,"$462,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnoldas Kulboka,,,,"$462,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Cook,,,,"$462,629","$693,141","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markus Howard,,,,"$462,629","$535,294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamorko Pickett,,,,"$462,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Chris Smith,,,,"$462,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Chiozza,,,,"$462,629","$449,115","$79,568","$137,374",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yves Pons,,,,"$462,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignas Brazdeikis,,,,"$462,629","$1,686,315","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keljin Blevins,,,,"$462,629","$449,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Johnson,,,,"$462,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Ayayi,,,,"$462,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassius Winston,,,,"$462,629","$449,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Anderson,,,,"$445,828","$125,000",,"$2,516,047","$1,579,440","$1,514,160","$1,449,000",,,,,,,,,,,,,,,,,,,,,,,,,
Langston Galloway,,,,"$386,127","$2,028,594","$7,333,333","$7,000,000","$6,666,667","$5,200,000","$845,059","$295,455",,,,,,,,,,,,,,,,,,,,,,,,
James Ennis,,,,"$386,127","$3,300,000","$1,882,867","$1,621,415","$3,028,410","$2,898,000","$944,477","$507,336",,,,,,,,,,,,,,,,,,,,,,,,
Tim Frazier,,,,"$386,127","$597,463",,"$1,832,107","$2,000,000","$2,090,000","$989,216","$107,435",,,,,,,,,,,,,,,,,,,,,,,,
Kyle Guy,,,,"$383,079","$537,888","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Dekker,,,,"$350,000",,,"$2,760,094","$1,794,600","$1,720,560","$1,646,400",,,,,,,,,,,,,,,,,,,,,,,,,
Quinndary Weatherspoon,,,,"$346,491","$449,115","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Goodwin,,,,"$343,988","$1,701,593","$522,738","$56,845",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Watson,,,,"$303,102","$1,445,697","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Powell,,,,"$300,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Knight,,,,"$274,672",,"$15,643,750","$14,631,250","$13,618,750","$12,606,250","$13,500,000","$3,553,917","$2,947,800","$2,755,560","$2,563,320",,,,,,,,,,,,,,,,,,,,,
Justin Robinson,,,,"$265,953","$198,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mychal Mulder,,,,"$257,902","$1,517,981","$187,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Johnson,,,,"$257,418","$2,028,594","$183,115","$19,245,370","$5,821,260","$5,628,000","$845,059","$280,526",,,,,,,,,,,,,,,,,,,,,,,,
Cassius Stanley,,,,"$256,734","$470,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zylan Cheatham,,,,"$256,734","$1,445,697","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Henry,,,,"$223,338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freddie Gillespie,,,,"$221,156","$363,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaQuori McLaughlin,,,,"$220,679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayjon Tucker,,,,"$220,639","$693,755","$578,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacko Fall,,,,"$218,021","$653,924","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petr Cornelie,,,,"$218,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damyean Dotson,,,,"$205,662","$2,000,000","$1,618,520","$1,378,242","$1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrone Wallace,,,,"$198,760",,,"$1,349,383","$77,250",,,,,,,,,,,,,,,,,,,,,,,,,,,
Norvel Pelle,,,,"$191,860","$1,014,905","$350,189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Hoard,,,,"$191,860","$129,209","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tremont Waters,,,,"$191,860","$712,278","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Perry,,,,"$188,272","$489,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Cannady,,,,"$185,578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moses Wright,,,,"$172,821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakota Mathias,,,,"$171,156","$86,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Mooney,,,,"$171,156",,"$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daulton Hommes,,,,"$167,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Riller,,,,"$162,186","$449,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Miles,,,,"$151,821",,,"$8,333,333","$7,936,509","$4,583,450","$4,394,225","$4,205,000","$2,225,000","$2,225,000","$3,700,000","$3,700,000","$3,700,000","$3,700,000","$770,610","$664,209","$398,762",,,,,,,,,,,,,,,
Joe Johnson,,,,"$151,821",,,,"$10,254,904","$11,000,000","$22,309,344","$23,180,790","$21,466,718","$19,752,645","$18,038,573","$16,324,500","$14,976,754","$14,232,567","$13,488,377","$12,744,189","$12,000,000","$2,358,954","$1,850,160","$1,729,560","$1,608,840",,,,,,,,,,,
Ersan Ilyasova,,,,"$151,821","$1,194,542","$7,000,000","$7,000,000","$6,514,288","$8,400,000","$7,900,000","$7,900,000","$7,900,000","$7,900,000","$2,541,000","$2,320,500","$2,100,000",,,"$664,209","$398,762",,,,,,,,,,,,,,,
Darren Collison,,,,"$151,821",,,"$10,000,000","$10,000,000","$5,229,454","$5,013,559","$4,797,664","$1,900,000","$2,319,344","$1,455,960","$1,361,040","$1,266,120",,,,,,,,,,,,,,,,,,,
Anthony Tolliver,,,,"$151,821","$614,838","$434,704","$5,750,000","$5,290,000","$8,000,000","$3,000,000","$3,000,000",,"$915,852","$2,050,000","$2,200,000","$411,529","$213,255",,,,,,,,,,,,,,,,,,
Chaundee Brown,,,,"$151,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Chalmers,,,,"$138,019",,,,"$2,106,407",,"$4,300,000","$4,000,000","$4,000,000","$4,000,000","$4,000,000","$854,389","$773,500","$700,000",,,,,,,,,,,,,,,,,,
Emmanuel Mudiay,,,,"$111,457",,"$1,737,145","$4,294,479","$3,381,480","$3,241,800","$3,102,240",,,,,,,,,,,,,,,,,,,,,,,,,
Hassani Gravett,,,,"$106,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris Bass,,,,"$106,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Bell,,,,"$102,831","$592,368","$250,000","$1,378,242","$815,615",,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheick Diallo,,,,"$102,831",,"$1,678,854","$1,544,951","$1,312,611","$543,471",,,,,,,,,,,,,,,,,,,,,,,,,,
DJ Stewart,,,,"$101,034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Walton,,,,"$95,930",,"$81,678",,"$77,250",,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin James,,,,"$95,930","$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotty Hopson,,,,"$95,930",,,"$76,236","$74,158",,,,"$1,350,000",,,,,,,,,,,,,,,,,,,,,,,
BJ Johnson,,,,"$95,930",,"$79,568","$142,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Morris,,,,"$95,930",,,"$77,250","$198,143",,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Oliver,,,,"$85,578","$43,070",,,"$300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Clemons,,,,"$85,578","$1,517,981","$563,346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Newman,,,,"$85,578",,"$65,978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George King,,,,"$85,578",,,"$77,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jemerrio Jones,,,,"$85,578",,,"$52,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emanuel Terry,,,,"$85,578",,,"$94,740",,,,,,,,,,,,,,,,,,,,,,,,,,,,
